mainId,categoryId,category,discipline,disciplineId,topic,topicId,grade,gradeId,level,description,description gepeto,control group,time,query,,locale
464,b849a705-73db-47cb-8e2d-3e25c6bc9fcd,Games and Fun: Circle and Rope,Physical Education,bdb2036f-032c-4ee7-bc1f-c10387415f10,Recreation,200bd8e6-bc16-4417-a445-8a91a6e51aee,3rd grade,3rd-grade-en-international,50,Study about circle and rope jokes as qualitative physical activities for body development.,,,500,"{
        id: '74590ccb-b186-481d-ab0b-fb11cad636eb',
        name: 'Juegos y Diversión: Ronda y Cuerda',
        level: 50,
        keywords: [],
        slug: slugify('Estudiar sobre las bromas de ciranda y cuerda como actividades físicas cualitativas para el desarrollo del cuerpo.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '12c7c5ca-4b2c-4403-bf28-87eeb5c81b5b',
        gradeId: 'primaria3',
        topicId: '0e38e075-01ab-4949-811a-66842c79a80f',
        description: 'Estudiar sobre las bromas de ciranda y cuerda como actividades físicas cualitativas para el desarrollo del cuerpo.',
        bncc: [],
        averageTime: 500,
      },",,en
465,98088094-7163-4421-83ba-56ba32d4dfd6,Middle Ages: Review,History,22ef9ad7-fdcf-450e-ba81-7b61fbe5931c,Medieval History,e1c47a9b-1d86-4826-a611-4b02174c4f04,12th grade,12th-grade-en-international,690,"Study the period as part of European history and its main aspects: the development of the church, barbarian kingdoms, feudalism, Arab invasion in the Iberian Peninsula, etc.",,,100,"{
        id: '807693e9-de20-40ac-8bd7-834e3b7e3679',
        name: 'Edad Media: Revisión',
        level: 690,
        keywords: [],
        slug: slugify('Estudiar el período como parte de la historia europea y sus principales aspectos: el desarrollo de la iglesia, los reinos bárbaros, el feudalismo, la invasión árabe en la Península Ibérica, etc.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'df39c882-1be0-4014-8c10-0a2a45649b22',
        gradeId: 'media3',
        topicId: '46ae5ea3-9a29-418e-bb18-f917828353f4',
        description: 'Estudiar el período como parte de la historia europea y sus principales aspectos: el desarrollo de la iglesia, los reinos bárbaros, el feudalismo, la invasión árabe en la Península Ibérica, etc.',
        bncc: [],
        averageTime: 100,
      },",,en
466,862039b8-7e27-409c-9154-c5e83cbe68dd,"General Gymnastics Elements: Rotations, Acrobatics, with and without Equipment",Physical Education,bdb2036f-032c-4ee7-bc1f-c10387415f10,Sport,fcd97af9-0cbf-4019-b8d3-7769917086a6,3rd grade,3rd-grade-en-international,60,"Study about the elements of general gymnastics, its main movements, and the importance for physical education with its motor components.",,,500,"{
        id: '2554afe2-2cba-461d-b43e-030c6f546772',
        name: 'Elementos de la Gimnasia General: Rotaciones, Acrobacias, con y sin Materiales',
        level: 60,
        keywords: [],
        slug: slugify('Estudiar sobre los elementos de la gimnasia general, sus principales movimientos, la importancia para la educación física con sus componentes motores.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '12c7c5ca-4b2c-4403-bf28-87eeb5c81b5b',
        gradeId: 'primaria3',
        topicId: '910a7bda-995a-4e1b-ad3b-4125893f4af6',
        description: 'Estudiar sobre los elementos de la gimnasia general, sus principales movimientos, la importancia para la educación física con sus componentes motores.',
        bncc: [],
        averageTime: 500,
      },",,en
467,6756ff10-dfe4-4d05-a0b3-2e6f600e2141,Marx and Nietzsche,Philosophy,9ecf5e48-0e15-459a-a13c-30ee122b2030,Origin,8e4c49ed-fa00-4fd3-b73c-0dc4e6aa2d51,11th grade,11th-grade-en-international,90,"Address the main ideas and thoughts of Marx and Nietzsche, 19th-century thinkers, the world they lived in, and how they influenced the contemporary world.",,,200,"{
        id: '11356103-0cdd-4722-9768-a020657edced',
        name: 'Marx y Nietzsche',
        level: 90,
        keywords: [],
        slug: slugify('Abordar las principales ideas y pensamientos de Marx y Nietzsche, pensadores del siglo XIX, el mundo en el que vivían y cómo influyeron en el mundo contemporáneo.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'bb177e33-9a76-4a2c-8ab1-3712afd41960',
        gradeId: 'media2',
        topicId: 'ea4d5339-1235-4dfb-ae5c-48fa97ae2824',
        description: 'Abordar las principales ideas y pensamientos de Marx y Nietzsche, pensadores del siglo XIX, el mundo en el que vivían y cómo influyeron en el mundo contemporáneo.',
        bncc: [],
        averageTime: 200,
      },",,en
468,e36c129b-ea4d-40df-8f76-920ad3177f0e,USA and Latin America: International Relations,History,22ef9ad7-fdcf-450e-ba81-7b61fbe5931c,Modern History,a447c9ce-3e8c-4993-97f1-ecc2a381a4a3,8th grade,8th-grade-en-international,170,"Study the relationships of dependency, conflict, and partnership between the USA and Latin America.",,,200,"{
        id: 'd4f36a3e-fd8a-4f43-81b5-543683f2c648',
        name: 'EE. UU. y América Latina: Relaciones Internacionales',
        level: 170,
        keywords: [],
        slug: slugify('Estudiar sobre las relaciones de dependencia, conflicto y asociación entre los EE. UU. y América Latina.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'df39c882-1be0-4014-8c10-0a2a45649b22',
        gradeId: 'secundaria2',
        topicId: 'a4d3a4c6-c9fa-4244-bac7-2de31bd1ec37',
        description: 'Estudiar sobre las relaciones de dependencia, conflicto y asociación entre los EE. UU. y América Latina.',
        bncc: [],
        averageTime: 200,
      },",,en
469,3d8d5b2d-ef03-437f-a3f7-2d22285374dc,"Subject: Physical, Chemical, and Organoleptic Properties",Chemistry,3dda5be2-6aed-4a13-970e-153ae2d6db79,Introduction to Chemistry,410bd628-aae6-41e2-a5dd-d260991e8b46,10th grade,10th-grade-en-international,100,"Recognize the specific properties of matter and differentiate them from general properties. Classify properties as physical, chemical, or organoleptic.",,,100,"{
        id: '9d9db48b-0208-43f3-a315-ea31523c9d78',
        name: 'Materia: Propiedades Físicas, Químicas y Organolépticas',
        level: 100,
        keywords: [],
        slug: slugify('Reconocer las propiedades específicas de la materia y diferenciarlas de las propiedades generales. Clasificar las propiedades en físicas, químicas u organolépticas.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '1897ae57-9d62-4daf-acd0-749b429f2dc3',
        gradeId: 'media1',
        topicId: 'f0f16ddf-6f15-4642-9aaa-9c2b030b6423',
        description: 'Reconocer las propiedades específicas de la materia y diferenciarlas de las propiedades generales. Clasificar las propiedades en físicas, químicas u organolépticas.',
        bncc: [],
        averageTime: 100,
      },",,en
470,859e2fd8-7140-475f-baef-5f3ac48efb38,Rotations in the Cartesian Plane,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Geometry,8d431423-4e20-44c0-bd9c-b61e1247eac6,8th grade,8th-grade-en-international,390,"Recognize figures obtained by rotating shapes in the Cartesian plane, such as rotating a triangle around the origin by 90 degrees.",,,200,"{
        id: '4c69f602-5d7a-4cd9-bfdc-4e3d80b5b0a0',
        name: 'Rotaciones en el Plano Cartesiano',
        level: 390,
        keywords: [],
        slug: slugify('Reconocer figuras obtenidas por rotación de figuras en el plano cartesiano como al rotar un triángulo en relación al origen por un ángulo de 90º.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'secundaria2',
        topicId: '368d67fe-6256-4b4a-8818-2b7c87e42762',
        description: 'Reconocer figuras obtenidas por rotación de figuras en el plano cartesiano como al rotar un triángulo en relación al origen por un ángulo de 90º.',
        bncc: [],
        averageTime: 200,
      },",,en
472,f35b94d3-cde3-492a-a7bb-b303ee70aa74,Field and Pole Sports,Physical Education,bdb2036f-032c-4ee7-bc1f-c10387415f10,Sport,fcd97af9-0cbf-4019-b8d3-7769917086a6,3rd grade,3rd-grade-en-international,60,"Learn about net sports as group activities, their rules, and their role as physical and recreational activities.",,,500,"{
        id: '55dc4534-def5-4c6a-8467-5a2d52604589',
        name: 'Deportes de Campo y Palo',
        level: 60,
        keywords: [],
        slug: slugify('Conocer las actividades deportivas con red, como actividades en grupo, sus reglas, papel como actividad física y recreativa.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '12c7c5ca-4b2c-4403-bf28-87eeb5c81b5b',
        gradeId: 'primaria3',
        topicId: '910a7bda-995a-4e1b-ad3b-4125893f4af6',
        description: 'Conocer las actividades deportivas con red, como actividades en grupo, sus reglas, papel como actividad física y recreativa.',
        bncc: [],
        averageTime: 500,
      },",,en
476,944b2787-56a6-4dbf-a496-0b6dc4027cdb,Body Self-Awareness,Physical Education,bdb2036f-032c-4ee7-bc1f-c10387415f10,Health,fbf9aa9c-aa2b-4b54-913a-b8caf735247e,3rd grade,3rd-grade-en-international,60,"Having knowledge of one's own body, in order to know what the limits of one's body are, or what movements are possible or impossible.",,,500,"{
        id: '1b04fef4-2da1-467d-8e8e-2dc08e4c2d7b',
        name: 'Autoconocimiento Corporal',
        level: 60,
        keywords: [],
        slug: slugify('Tener conocimiento del propio cuerpo, de forma a saber cuál es el límite del propio cuerpo, o qué movimientos son posibles o imposibles.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '12c7c5ca-4b2c-4403-bf28-87eeb5c81b5b',
        gradeId: 'primaria3',
        topicId: '311123a9-7355-4f5a-b135-f3d19b6adb4f',
        description: 'Tener conocimiento del propio cuerpo, de forma a saber cuál es el límite del propio cuerpo, o qué movimientos son posibles o imposibles.',
        bncc: [],
        averageTime: 500,
      },",,en
477,05b9838d-f4e9-432d-88c3-d752b4e3611a,Conjunctions,Spanish,595a3c85-de70-489b-85af-c6efd19bd59c,Grammar,21132826-a3f5-4baa-9bc4-37fe0edcb61b,12th grade,12th-grade-en-international,180,Learn the main conjunctions and their ideas and differentiate between coordinating and subordinating conjunctions.,,,200,"{
        id: '6c3e78b7-d3c4-4064-8341-19b65404bb70',
        name: 'Conjunciones',
        level: 180,
        keywords: [],
        slug: slugify('Conocer las principales conjunciones y sus ideas y diferenciar las conjunciones coordinativas y subordinativas.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '788770c5-6a17-4807-8ac1-60418a6c68f9',
        gradeId: 'media3',
        topicId: '3bdd61bf-86fd-45f3-8c83-a479560737d1',
        description: 'Conocer las principales conjunciones y sus ideas y diferenciar las conjunciones coordinativas y subordinativas.',
        bncc: [],
        averageTime: 200,
      },",,en
479,934233e5-ef1d-4969-94c7-4de1d39ffdd1,Games and Fun: Marbles and Spinning Top,Physical Education,bdb2036f-032c-4ee7-bc1f-c10387415f10,Recreation,200bd8e6-bc16-4417-a445-8a91a6e51aee,4th grade,4th-grade-en-international,70,Study about games and fun with marbles and spinning tops for the physical and motor development of its participants.,,,700,"{
        id: 'c5d2889b-ce21-41ab-89f1-1346ebe3bd0b',
        name: 'Juegos y Diversión: Canicas y Trompo',
        level: 70,
        keywords: [],
        slug: slugify('Estudiar sobre los juegos y diversiones con canicas y trompo para el desarrollo físico y motor de sus participantes.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '12c7c5ca-4b2c-4403-bf28-87eeb5c81b5b',
        gradeId: 'primaria4',
        topicId: '0e38e075-01ab-4949-811a-66842c79a80f',
        description: 'Estudiar sobre los juegos y diversiones con canicas y trompo para el desarrollo físico y motor de sus participantes.',
        bncc: [],
        averageTime: 700,
      },",,en
480,8f35d1fb-9d4e-4565-b22b-f064db3e53f9,Games and Fun: Hot Potato and Pass the Ring,Physical Education,bdb2036f-032c-4ee7-bc1f-c10387415f10,Recreation,200bd8e6-bc16-4417-a445-8a91a6e51aee,4th grade,4th-grade-en-international,70,Study about hot potato and ring passing as qualitative physical activities and as components of motor development of the body.,,,700,"{
        id: '77246434-82f9-440a-bece-c889461ce47b',
        name: 'Juegos y Diversión: Patata Caliente y Pasa Anillo',
        level: 70,
        keywords: [],
        slug: slugify('Estudiar sobre las diversiones de papa caliente y pasar anillo como actividades físicas cualitativas y como componente del desarrollo motor del cuerpo.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '12c7c5ca-4b2c-4403-bf28-87eeb5c81b5b',
        gradeId: 'primaria4',
        topicId: '0e38e075-01ab-4949-811a-66842c79a80f',
        description: 'Estudiar sobre las diversiones de papa caliente y pasar anillo como actividades físicas cualitativas y como componente del desarrollo motor del cuerpo.',
        bncc: [],
        averageTime: 700,
      },",,en
481,3cac1130-e296-4413-92a3-8ff792d70737,Contemporary Romanticism and Realism,Arts,11c57558-cf71-4a60-a48b-9a1b205a4a4b,Art Knowledge,74412de3-8f33-4080-95d3-fe54b35c70a3,12th grade,12th-grade-en-international,250,"Study the artistic movements of the 18th century, which influenced various art concepts such as: painting, music, and literature.",,,250,"{
        id: '56413169-5850-4880-b4df-75e8250135f2',
        name: 'Romanticismo y Realismo Contemporáneo',
        level: 250,
        keywords: [],
        slug: slugify('Estudiar los movimientos artísticos del siglo XVIII, que influenciaron diversos conceptos de arte, como: pintura, música y literatura.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'd724a551-f0ab-4c65-9ca4-a8a7f2534e15',
        gradeId: 'media3',
        topicId: '8a025bf7-6dfd-4829-87c1-46fbe0266416',
        description: 'Estudiar los movimientos artísticos del siglo XVIII, que influenciaron diversos conceptos de arte, como: pintura, música y literatura.',
        bncc: [],
        averageTime: 250,
      },",,en
483,e5d6c75b-e064-42c5-b815-d966539aac13,Dynamics: Newton's 1st Law,Physics,14262e9b-0a04-4a71-86db-7253dc87e274,Statics and Dynamics,e86504ea-2a4b-4d52-b815-2f0a4effdc20,10th grade,10th-grade-en-international,220,"Understand what inertia is, comprehend that a body at rest or moving at constant velocity has zero acceleration and the sum of the forces results in zero.",,,50,"{
        id: '5c262a3d-b781-44a9-b691-097d98413766',
        name: 'Dinámica: 1ª Ley de Newton',
        level: 220,
        keywords: [],
        slug: slugify('Entender qué es inercia, comprender que un cuerpo parado o en velocidad constante tiene aceleración nula y la suma de las fuerzas tiene resultante nula.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '6e54ee63-4846-4476-b514-5ed528ff1c03',
        gradeId: 'media1',
        topicId: 'f4b2ab99-6dd0-4eb7-8fb0-c03307708ebc',
        description: 'Entender qué es inercia, comprender que un cuerpo parado o en velocidad constante tiene aceleración nula y la suma de las fuerzas tiene resultante nula.',
        bncc: [],
        averageTime: 50,
      },",,en
484,1de7393e-8cb9-4da1-9837-30310a869328,Subject's Place in the World,Geography,5b4b1246-d673-44c5-b933-cd6c1962436e,Human Development,e2925612-44a6-450e-8de5-50d574c8f217,1st grade,1st-grade-en-international,10,"Identify and report similarities, differences in the use of public space for leisure and different manifestations.",,,400,"{
        id: '506da198-2521-4f28-8a62-90dbdb136bb0',
        name: 'Lugar en el Mundo del Sujeto',
        level: 10,
        keywords: [],
        slug: slugify('Identificar y relatar similitudes, diferencias de usos del espacio público para el ocio y diferentes manifestaciones.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'b81ddc25-26b9-4a05-8087-fe6d1556e837',
        gradeId: 'primaria1',
        topicId: '038f733b-2622-4b8f-a716-6535363cc367',
        description: 'Identificar y relatar similitudes, diferencias de usos del espacio público para el ocio y diferentes manifestaciones.',
        bncc: [],
        averageTime: 400,
      },",,en
485,b1be43c3-08b1-4920-b9e8-9fb620fd7346,Cartesian Plane: 1st Quadrant,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Geometry,8d431423-4e20-44c0-bd9c-b61e1247eac6,6th grade,6th-grade-en-international,130,Identify and associate ordered pairs of numbers with points in the 1st quadrant of the Cartesian plane.,,,150,"{
        id: '8aa373e0-9ee3-4e2b-82ac-0988ca22b032',
        name: 'Plano Cartesiano: 1º Cuadrante',
        level: 130,
        keywords: [],
        slug: slugify('Identificar y asociar pares ordenados de números a puntos del plano cartesiano del 1º cuadrante.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'primaria6',
        topicId: '368d67fe-6256-4b4a-8818-2b7c87e42762',
        description: 'Identificar y asociar pares ordenados de números a puntos del plano cartesiano del 1º cuadrante.',
        bncc: [],
        averageTime: 150,
      },",,en
487,1e60789f-4b9c-4ff1-bb01-a0e9204be549,Games and Fun: Capture the Flag,Physical Education,bdb2036f-032c-4ee7-bc1f-c10387415f10,Recreation,200bd8e6-bc16-4417-a445-8a91a6e51aee,4th grade,4th-grade-en-international,80,Explore the fun of capture the flag as a body-developing activity in physical and recreational activities.,,,700,"{
        id: '81e94f1f-2df2-4d2b-b8d1-6fa115912600',
        name: 'Juegos y Diversión: Pilla la Bandera',
        level: 80,
        keywords: [],
        slug: slugify('Conocer la diversión de pique-bandera como actividad desarrolladora del cuerpo en actividades físicas y recreativas.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '12c7c5ca-4b2c-4403-bf28-87eeb5c81b5b',
        gradeId: 'primaria4',
        topicId: '0e38e075-01ab-4949-811a-66842c79a80f',
        description: 'Conocer la diversión de pique-bandera como actividad desarrolladora del cuerpo en actividades físicas y recreativas.',
        bncc: [],
        averageTime: 700,
      },",,en
488,48d623aa-6ddf-44be-8c3b-163957827c50,Net and Wall Sports,Physical Education,bdb2036f-032c-4ee7-bc1f-c10387415f10,Sport,fcd97af9-0cbf-4019-b8d3-7769917086a6,5th grade,5th-grade-en-international,90,"Recognize the main types of net and wall sports and identify their rules, objectives, components, and application.",,,400,"{
        id: '07dc923e-0057-4a54-9b01-c78461a6551a',
        name: 'Deportes de Red y Pared',
        level: 90,
        keywords: [],
        slug: slugify('Reconocer los principales tipos de deportes de pared y red e identificar sus reglas, objetivos, componentes y aplicación.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '12c7c5ca-4b2c-4403-bf28-87eeb5c81b5b',
        gradeId: 'primaria5',
        topicId: '910a7bda-995a-4e1b-ad3b-4125893f4af6',
        description: 'Reconocer los principales tipos de deportes de pared y red e identificar sus reglas, objetivos, componentes y aplicación.',
        bncc: [],
        averageTime: 400,
      },",,en
489,0c2dd296-c3c7-4dcd-8bfa-a37e703d3c40,Number of Moles: Introduction,Science,3b9598f3-1dca-4ad1-ae67-c0c569fed158,Matter and Energy,40845c1b-2e6a-41e5-9dae-12103a05edd7,9th grade,9th-grade-en-international,310,"Understand what the number of moles is and its use as a unit of quantity of matter. Find the amount of atoms, ions, molecules in a given amount of moles.",,,200,"{
        id: 'b3939237-deba-4f87-a3e7-24da80bba372',
        name: 'Número de Moles: Introducción',
        level: 310,
        keywords: [],
        slug: slugify('Comprender qué es el número de moles y su uso como unidad de cantidad de materia. Encontrar la cantidad de átomos, iones, moléculas en determinada cantidad de moles.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '1ce037ab-b6da-4ccd-aa52-29210b2e3625',
        gradeId: 'secundaria3',
        topicId: 'c0aaab49-dedb-4405-b8e4-9cb32c183f1c',
        description: 'Comprender qué es el número de moles y su uso como unidad de cantidad de materia. Encontrar la cantidad de átomos, iones, moléculas en determinada cantidad de moles.',
        bncc: [],
        averageTime: 200,
      },",,en
490,603077c8-9099-4713-ac5b-f4724371d259,Dances: Injustice and Prejudice,Physical Education,bdb2036f-032c-4ee7-bc1f-c10387415f10,Dance,5db289eb-0270-4b3d-a97a-0a11b01ba438,4th grade,4th-grade-en-international,80,Perceiving dance as an important social element for the presentation of dance as a representative of movements against social injustice and prejudice.,,,700,"{
        id: 'ddc6d2b7-f206-4471-940c-9482ae3099a1',
        name: 'Danzas: Injusticia y Prejuicio',
        level: 80,
        keywords: [],
        slug: slugify('Percebir la danza como un importante elemento social para la presentación de la danza como representante de movimientos contra la injusticia social y el prejuicio.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '12c7c5ca-4b2c-4403-bf28-87eeb5c81b5b',
        gradeId: 'primaria4',
        topicId: '3856a2c4-fc92-45a3-9ac0-d34a3e7a7597',
        description: 'Percebir la danza como un importante elemento social para la presentación de la danza como representante de movimientos contra la injusticia social y el prejuicio.',
        bncc: [],
        averageTime: 700,
      },",,en
491,e3757b7a-9185-4af3-98e4-ef12de9b8374,Personal Pronoun,Spanish,595a3c85-de70-489b-85af-c6efd19bd59c,Grammar,21132826-a3f5-4baa-9bc4-37fe0edcb61b,10th grade,10th-grade-en-international,20,Ability to place the personal pronoun in the appropriate form and recognize the correct pronoun.,,,50,"{
        id: 'a188f330-9242-43ca-8595-d6e8627c6ae7',
        name: 'Pronombre Personal',
        level: 20,
        keywords: [],
        slug: slugify('Poder colocar el pronombre personal en la forma adecuada y reconocer el pronombre correcto.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '788770c5-6a17-4807-8ac1-60418a6c68f9',
        gradeId: 'media1',
        topicId: '3bdd61bf-86fd-45f3-8c83-a479560737d1',
        description: 'Poder colocar el pronombre personal en la forma adecuada y reconocer el pronombre correcto.',
        bncc: [],
        averageTime: 50,
      },",,en
492,fb514109-093d-49a4-97dc-b22c639d4b95,Dance as Historical Heritage,Physical Education,bdb2036f-032c-4ee7-bc1f-c10387415f10,Dance,5db289eb-0270-4b3d-a97a-0a11b01ba438,5th grade,5th-grade-en-international,90,"Study about dance as historical heritage, part of the student knowledge component having dance in aspects of physical activity and culture.",,,400,"{
        id: '41133e5e-c48f-4e35-9ce8-d2b921b03d9f',
        name: 'Danza como Patrimonio Histórico',
        level: 90,
        keywords: [],
        slug: slugify('Estudiar sobre la danza como patrimonio histórico, parte del componente de conocimiento estudiantil teniendo la danza en los aspectos de la actividad física y de la cultural.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '12c7c5ca-4b2c-4403-bf28-87eeb5c81b5b',
        gradeId: 'primaria5',
        topicId: '3856a2c4-fc92-45a3-9ac0-d34a3e7a7597',
        description: 'Estudiar sobre la danza como patrimonio histórico, parte del componente de conocimiento estudiantil teniendo la danza en los aspectos de la actividad física y de la cultural.',
        bncc: [],
        averageTime: 400,
      },",,en
493,500c82a1-71cd-47f8-b35b-378460d0cdec,Gravitation: Gravitational Acceleration,Physics,14262e9b-0a04-4a71-86db-7253dc87e274,Statics and Dynamics,e86504ea-2a4b-4d52-b815-2f0a4effdc20,10th grade,10th-grade-en-international,370,"Calculate the gravitational acceleration of planets using the Universal Law of Gravitation, such as finding gravity on Earth at a distance that is twice the radius of the Earth.",,,50,"{
        id: 'd4f4ffd2-3f89-4a3e-8ba0-62e5c4ce9dab',
        name: 'Gravitación: Aceleración Gravitacional',
        level: 370,
        keywords: [],
        slug: slugify('Calcular la aceleración de la gravedad de planetas utilizando la Ley de la Gravitación Universal, como encontrar la gravedad en la Tierra a una distancia que es el doble del radio de la Tierra.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '6e54ee63-4846-4476-b514-5ed528ff1c03',
        gradeId: 'media1',
        topicId: 'f4b2ab99-6dd0-4eb7-8fb0-c03307708ebc',
        description: 'Calcular la aceleración de la gravedad de planetas utilizando la Ley de la Gravitación Universal, como encontrar la gravedad en la Tierra a una distancia que es el doble del radio de la Tierra.',
        bncc: [],
        averageTime: 50,
      },",,en
494,2e894f7a-fb10-4ac4-a810-52c32d576df0,Different Places,Geography,5b4b1246-d673-44c5-b933-cd6c1962436e,Human Development,e2925612-44a6-450e-8de5-50d574c8f217,1st grade,1st-grade-en-international,10,"Study and list characteristics of places that students frequent, main differences and similarities, such as their own home and school.",,,400,"{
        id: 'db81a4e9-cf57-4d2c-a57b-8995cd3e6ba4',
        name: 'Diferentes Lugares',
        level: 10,
        keywords: [],
        slug: slugify('Estudiar y listar características de los lugares que los alumnos frecuentan, principales diferencias y similitudes, como la propia casa y la escuela.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'b81ddc25-26b9-4a05-8087-fe6d1556e837',
        gradeId: 'primaria1',
        topicId: '038f733b-2622-4b8f-a716-6535363cc367',
        description: 'Estudiar y listar características de los lugares que los alumnos frecuentan, principales diferencias y similitudes, como la propia casa y la escuela.',
        bncc: [],
        averageTime: 400,
      },",,en
496,b48d1791-c15c-41f3-81a1-f0c3b1b6b7af,Life and Natural Cycles,Geography,5b4b1246-d673-44c5-b933-cd6c1962436e,Human Development,e2925612-44a6-450e-8de5-50d574c8f217,1st grade,1st-grade-en-international,20,"Observe and describe natural rhythms on different spatial and temporal scales, comparing them to other realities.",,,400,"{
        id: '5f5e5c80-775d-4ebc-bfd9-6447b1de2640',
        name: 'Vida y los Ciclos Naturales',
        level: 20,
        keywords: [],
        slug: slugify('Observar y describir ritmos naturales en diferentes escalas espaciales y temporales, comparando su realidad con otras.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'b81ddc25-26b9-4a05-8087-fe6d1556e837',
        gradeId: 'primaria1',
        topicId: '038f733b-2622-4b8f-a716-6535363cc367',
        description: 'Observar y describir ritmos naturales en diferentes escalas espaciales y temporales, comparando su realidad con otras.',
        bncc: [],
        averageTime: 400,
      },",,en
497,01ad861a-06cf-4f72-8727-25496ad28414,Spanish Colonization: Review,History,22ef9ad7-fdcf-450e-ba81-7b61fbe5931c,Modern History,a447c9ce-3e8c-4993-97f1-ecc2a381a4a3,12th grade,12th-grade-en-international,730,"Understanding the colonization process of Spanish America, including the exploitation of land, the presence of the church, and the use of indigenous and enslaved African labor.",,,100,"{
        id: '67032300-afb1-43d6-b2cd-519b2565d1aa',
        name: 'Colonización Española: Revisión',
        level: 730,
        keywords: [],
        slug: slugify('Comprender el proceso de colonización de América española, con los procesos de explotación de la tierra, la presencia de la iglesia, el uso de mano de obra indígena y africana esclavizada.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'df39c882-1be0-4014-8c10-0a2a45649b22',
        gradeId: 'media3',
        topicId: 'a4d3a4c6-c9fa-4244-bac7-2de31bd1ec37',
        description: 'Comprender el proceso de colonización de América española, con los procesos de explotación de la tierra, la presencia de la iglesia, el uso de mano de obra indígena y africana esclavizada.',
        bncc: [],
        averageTime: 100,
      },",,en
498,f43b0edf-4f3a-4131-8bc5-5933714ef13a,Politics and Economy: Latin America in the Post-Military Dictatorship,History,22ef9ad7-fdcf-450e-ba81-7b61fbe5931c,Contemporary History,67dd31dd-45e6-41af-a2d1-372e60e8990b,9th grade,9th-grade-en-international,240,Describe the process in Latin America with the end of the civic-military dictatorships and their processes of political and economic opening.,,,200,"{
        id: '86a215e4-dbc9-4ae1-bc53-9d3b3b395d60',
        name: 'Política y Economía: América Latina en el Posdictadura Militar',
        level: 240,
        keywords: [],
        slug: slugify('Describir el proceso en América Latina con el fin de las dictaduras cívico-militares y sus procesos de apertura política y económica.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'df39c882-1be0-4014-8c10-0a2a45649b22',
        gradeId: 'secundaria3',
        topicId: 'e7c15e98-d419-40bc-aab4-91f6a6fe4603',
        description: 'Describir el proceso en América Latina con el fin de las dictaduras cívico-militares y sus procesos de apertura política y económica.',
        bncc: [],
        averageTime: 200,
      },",,en
